address,ALD,NSP,POLICE,TRACT,WARD,ZIP,Arson,Assault,Burglary,CriminalDamage,Homicide,Robbery,SexOffense,Theft,VehicleTheft
6024 N HOPKINS ST,1.0,2.0,4.0,1100.0,23.0,53209.0,0,0,0,0,0,0,0,0,0
3951 N 10TH ST,6.0,4.0,5.0,4500.0,111.0,53206.0,0,0,0,1,0,0,0,0,0
1570 W ROGERS ST,12.0,16.0,2.0,16800.0,225.0,53204.0,0,1,0,0,0,0,0,0,0
6929 W SILVER SPRING DR,2.0,2.0,4.0,1800.0,42.0,53218.0,0,1,0,0,0,0,0,0,0
5216 N LOVERS LANE RD,5.0,,4.0,400.0,34.0,53225.0,0,0,0,1,0,0,0,0,0
2720 W HOWARD AV,,,6.0,20000.0,312.0,53221.0,0,0,0,1,0,0,0,0,0
1433 W BRUCE ST,8.0,,2.0,186800.0,339.0,53204.0,0,0,0,0,1,0,0,0,0
1201 W MITCHELL ST,12.0,16.0,2.0,16800.0,226.0,53204.0,0,1,0,0,0,0,0,0,0
3839 N 14TH ST,6.0,4.0,5.0,4600.0,111.0,53206.0,0,1,0,0,0,0,0,0,0
5400 W HUSTIS ST,9.0,,4.0,800.0,16.0,53223.0,0,1,0,1,0,0,0,0,0
11910 W MILL RD,5.0,,4.0,301.0,33.0,53224.0,0,0,0,0,0,0,0,1,0
5200 W OKLAHOMA AV,11.0,,6.0,19200.0,254.0,53219.0,0,0,0,0,0,0,0,1,0
2403 N 48TH ST,15.0,5.0,3.0,9200.0,154.0,53210.0,0,1,0,1,0,0,0,0,0
4137 W FOND DU LAC AV,7.0,5.0,7.0,4800.0,99.0,53216.0,0,0,0,0,0,0,0,1,0
4533 N 42ND ST,7.0,1.0,7.0,2600.0,61.0,53209.0,0,1,0,0,0,0,0,0,0
,,,,,206.0,53226.0,0,0,0,0,0,0,1,0,0
1160 E SINGER CR,6.0,7.0,5.0,4400.0,120.0,53212.0,0,1,0,0,0,0,0,0,0
7839 W APPLETON AV,5.0,,7.0,3300.0,73.0,53218.0,0,0,0,0,0,0,0,0,1
9334 W BROWN DEER RD,9.0,18.0,4.0,201.0,2.0,53224.0,0,0,0,1,0,0,0,0,0
4102 N 25TH ST,1.0,4.0,5.0,4200.0,57.0,53209.0,0,1,0,0,0,0,0,0,0
7420 W GOOD HOPE RD,9.0,,4.0,700.0,13.0,53223.0,0,0,1,0,0,0,0,0,0
5510 N 66TH ST,2.0,2.0,4.0,1800.0,42.0,53218.0,0,1,0,0,0,0,0,0,0
2712 S 10TH ST,14.0,17.0,2.0,18600.0,243.0,53215.0,0,0,0,0,0,0,0,0,0
4656 N 71ST ST,2.0,,7.0,3200.0,70.0,53218.0,0,0,0,1,0,0,0,0,0
729 N MILWAUKEE ST,4.0,,1.0,14400.0,141.0,53202.0,0,1,0,0,0,0,0,0,0
1411 W ATKINSON AV,6.0,4.0,5.0,4600.0,111.0,53206.0,0,1,0,0,0,0,0,0,0
2377 N 12TH ST,15.0,10.0,3.0,185500.0,140.0,53206.0,0,1,0,0,0,0,0,0,0
1841 S 14TH ST,12.0,16.0,2.0,16800.0,225.0,53204.0,0,1,0,0,0,0,0,0,0
9025 W MILL RD,9.0,,4.0,600.0,10.0,53225.0,0,1,0,0,0,0,0,0,0
3427 W VILLARD AV,1.0,2.0,4.0,2100.0,50.0,53209.0,0,1,0,0,0,0,0,0,0
3265 S 84TH ST,11.0,,6.0,19400.0,261.0,53227.0,0,1,0,0,0,0,0,0,0
5716 W HAMPTON AV,1.0,,7.0,2900.0,45.0,53218.0,0,0,0,1,0,0,0,0,0
4021 N 61ST ST,2.0,,7.0,3600.0,67.0,53216.0,0,1,0,0,0,0,0,0,0
4440 W SUMAC PL,11.0,,6.0,19000.0,253.0,53219.0,0,1,0,0,0,0,0,0,0
657 N 6TH ST,4.0,,1.0,186300.0,183.0,53203.0,0,1,0,0,0,0,0,0,0
3263 N 15TH ST,6.0,4.0,5.0,6800.0,109.0,53206.0,0,0,0,1,0,0,0,0,0
558 W HOLT AV,14.0,,6.0,18500.0,280.0,53207.0,0,0,0,0,0,0,0,1,0
10133 W JONEN ST,5.0,19.0,4.0,302.0,315.0,53224.0,0,1,0,0,0,0,0,0,0
3355 S 27TH ST,11.0,,6.0,20000.0,311.0,53215.0,0,0,0,0,0,0,0,0,0
4207 N 24TH PL,1.0,4.0,5.0,4200.0,58.0,53209.0,0,1,0,0,0,0,0,0,0
2373 N 52ND ST,10.0,5.0,3.0,9300.0,328.0,53210.0,0,1,0,0,0,0,0,0,0
4337 N SHERMAN BL,7.0,1.0,7.0,4000.0,63.0,53216.0,0,1,0,0,0,0,0,0,0
2469 N 2ND ST,6.0,6.0,5.0,185600.0,137.0,53212.0,0,1,0,0,0,0,0,0,0
1901 W COLLEGE AV,13.0,,6.0,21700.0,302.0,53221.0,0,0,0,0,0,0,0,1,0
3605 W NATIONAL AV,8.0,15.0,2.0,16000.0,210.0,53215.0,0,0,0,0,0,0,0,1,0
6148 N 39TH ST,1.0,2.0,4.0,1100.0,21.0,53209.0,0,1,0,0,0,0,0,0,0
4422 W HAMPTON AV,1.0,2.0,7.0,2800.0,48.0,53218.0,0,1,0,0,1,0,0,0,0
2531 W VICTORY LA,1.0,2.0,5.0,2400.0,59.0,53209.0,0,1,0,0,0,0,0,0,0
2331 N 44TH ST,15.0,5.0,3.0,9100.0,154.0,53210.0,0,1,0,0,0,0,0,0,0
4610 S LOGAN AV,13.0,,6.0,21000.0,304.0,53207.0,0,1,0,0,0,0,0,0,0
1100 N WATER ST,4.0,,1.0,14400.0,158.0,53202.0,0,0,0,0,1,0,0,0,0
1358 W FOND DU LAC AV,15.0,10.0,3.0,185900.0,140.0,53205.0,0,1,0,0,0,0,0,0,0
2868 N 18TH ST,15.0,10.0,5.0,8600.0,330.0,53206.0,0,0,0,0,0,0,0,0,1
4839 N SHERMAN BL,1.0,2.0,7.0,2800.0,48.0,53209.0,0,1,0,0,0,0,0,0,0
10280 W DEAN RD,9.0,,4.0,202.0,7.0,53224.0,0,0,0,0,0,1,0,0,0
2931 N 29TH ST,7.0,4.0,5.0,6300.0,102.0,53210.0,0,1,0,0,0,0,0,0,0
,13.0,,6.0,20100.0,272.0,53215.0,0,0,0,0,0,0,1,0,0
5826 N 68TH ST,2.0,2.0,4.0,1300.0,29.0,53218.0,0,0,0,0,0,0,0,0,0
3838 W ROHR AV,1.0,2.0,4.0,2000.0,49.0,53209.0,0,0,0,0,0,1,0,0,0
2319 W MICHIGAN ST,4.0,14.0,3.0,14900.0,192.0,53233.0,0,0,0,0,1,0,0,0,0
2615 S GREELEY ST,14.0,,6.0,17900.0,310.0,53207.0,0,1,0,0,0,0,0,0,0
908 E KEWAUNEE ST,3.0,,1.0,11100.0,179.0,53202.0,0,0,0,1,0,0,0,0,0
270 E HIGHLAND AV,4.0,,1.0,11300.0,158.0,53202.0,0,0,0,1,0,0,0,0,0
1847 N 36TH ST,15.0,11.0,3.0,9600.0,165.0,53208.0,0,1,0,0,0,0,0,0,0
5816 W GREEN TREE RD,9.0,,4.0,800.0,13.0,53223.0,0,1,0,0,0,0,0,0,0
2843 N 28TH ST,15.0,9.0,5.0,8800.0,147.0,53210.0,0,1,0,0,0,0,0,0,0
6120 W SHERIDAN AV,2.0,2.0,4.0,1200.0,25.0,53218.0,0,1,0,0,0,0,0,0,0
1351 N MARSHALL ST,4.0,,1.0,11100.0,180.0,53202.0,0,0,0,0,0,0,0,0,1
643 E ERIE ST,4.0,,1.0,187400.0,156.0,53202.0,0,0,0,0,0,0,0,0,1
4208 N 21ST ST,1.0,4.0,5.0,4300.0,57.0,53209.0,0,0,0,0,0,0,0,0,1
6162 N 35TH ST,1.0,2.0,4.0,1100.0,21.0,53209.0,0,1,0,0,0,0,0,0,0
1728 S 7TH ST,12.0,16.0,2.0,16700.0,234.0,53204.0,0,0,0,0,0,0,0,0,1
,2.0,2.0,4.0,1200.0,25.0,53218.0,0,0,0,0,0,0,1,0,0
2344 N 55TH ST,10.0,5.0,3.0,9300.0,328.0,53210.0,0,0,0,0,0,0,0,1,0
1229 W WASHINGTON ST,12.0,16.0,2.0,15700.0,228.0,53204.0,0,0,0,0,0,0,0,0,1
8602 W BROWN DEER RD,9.0,,4.0,101.0,3.0,53224.0,0,0,0,0,0,0,0,0,1
3309 N 95TH ST,5.0,,7.0,5500.0,79.0,53222.0,0,0,0,0,0,0,0,1,0
558 W HOLT AV,14.0,,6.0,18500.0,280.0,53207.0,0,0,0,0,0,0,0,1,0
5308 W PLAINFIELD AV,11.0,,6.0,19900.0,349.0,53220.0,0,0,0,0,0,0,0,0,0
1726 N 1ST ST,6.0,,5.0,11400.0,173.0,53212.0,0,0,0,0,0,0,0,0,1
2105 N RIVERBOAT RD,3.0,7.0,5.0,10700.0,133.0,53212.0,0,0,0,1,0,0,0,0,0
4250 W HIGHLAND BL,15.0,14.0,3.0,12300.0,197.0,53208.0,0,0,0,0,0,0,0,0,0
2742 N 6TH ST,6.0,6.0,5.0,185700.0,138.0,53212.0,0,1,0,0,0,0,0,0,0
10822 W JEFFREY LA,5.0,,4.0,400.0,35.0,53225.0,0,0,0,0,0,0,0,0,0
2100 W PIERCE ST,8.0,,2.0,186800.0,222.0,53204.0,0,0,0,0,0,0,0,1,0
804 N Milwaukee St,4.0,,1.0,14400.0,141.0,53202.0,0,0,0,0,0,0,0,1,0
10130 W FOUNTAIN AV,9.0,,4.0,202.0,8.0,53224.0,0,1,0,0,0,0,0,0,0
6548 N 76TH ST,9.0,,4.0,600.0,12.0,53223.0,0,1,0,0,0,0,0,0,0
5826 N 42ND ST,1.0,2.0,4.0,1100.0,22.0,53209.0,0,1,0,0,0,0,0,0,0
4175 N 62ND ST,2.0,,7.0,3500.0,67.0,53216.0,0,0,0,0,0,0,0,1,0
1314 W WASHINGTON ST,12.0,16.0,2.0,15700.0,228.0,53204.0,0,1,0,0,0,0,0,0,0
1704 S 24TH ST,8.0,15.0,2.0,17000.0,217.0,53204.0,0,0,0,0,0,1,0,0,0
3439 S 26TH ST,13.0,,6.0,20100.0,272.0,53215.0,0,0,0,0,0,0,0,1,0
4956 N 60TH ST,2.0,,7.0,3000.0,43.0,53218.0,0,1,0,1,0,0,0,0,0
1638 S 23RD ST,8.0,15.0,2.0,16300.0,217.0,53204.0,0,1,0,0,0,0,0,0,0
2922 W WELLS ST,4.0,14.0,3.0,13500.0,194.0,53208.0,0,1,0,0,0,0,0,0,0
1301 N EDISON ST,4.0,,1.0,11300.0,162.0,53202.0,0,0,0,1,0,0,0,0,0
2169 N FARWELL AV,3.0,,1.0,10800.0,176.0,53202.0,0,0,0,1,0,0,0,0,0
1230 N MARTIN L KING JR DR,6.0,,1.0,11400.0,172.0,53212.0,0,0,0,1,0,0,0,0,0
433 N 39TH ST,10.0,14.0,3.0,13300.0,209.0,53208.0,0,0,1,0,0,0,0,0,0
8726 W CARMEN AV,2.0,2.0,4.0,1500.0,30.0,53225.0,0,1,0,0,0,0,0,0,0
8334 W APPLETON AV,2.0,,7.0,1700.0,38.0,53218.0,0,0,0,0,0,0,0,0,1
3700 N 23RD ST,6.0,4.0,5.0,4700.0,104.0,53206.0,0,1,0,0,0,0,0,0,0
5910 N SHERMAN BL,1.0,2.0,4.0,1100.0,23.0,53209.0,0,0,0,0,0,0,0,1,0
1840 N FARWELL AV,3.0,,1.0,10800.0,175.0,53202.0,0,0,0,1,0,0,0,0,0
4602 N 41ST ST,7.0,1.0,7.0,2600.0,61.0,53209.0,1,0,0,0,0,0,0,0,0
2207 S 16TH ST,12.0,17.0,2.0,17400.0,246.0,53215.0,0,1,0,0,0,0,0,0,0
3818 W MITCHELL ST,8.0,15.0,2.0,16100.0,212.0,53215.0,0,0,0,0,0,1,0,0,0
5305 W WISCONSIN AV,10.0,,3.0,12500.0,200.0,53208.0,0,0,0,1,0,0,0,0,0
9000 W LYNX AV,2.0,2.0,4.0,1400.0,28.0,53225.0,0,1,0,0,0,0,0,0,0
1550 N EDISON ST,3.0,,1.0,11300.0,179.0,53202.0,0,0,0,0,0,0,0,0,1
,3.0,,1.0,11000.0,179.0,53202.0,0,0,0,0,0,0,1,0,0
4522 W BURLEIGH ST,7.0,5.0,7.0,4900.0,84.0,53210.0,0,0,0,0,0,0,0,1,0
4029 N 63RD ST,2.0,,7.0,3500.0,67.0,53216.0,0,0,0,1,0,0,0,0,0
2501 W NORTH AV,15.0,9.0,3.0,9900.0,145.0,53205.0,0,0,0,0,0,0,0,1,0
1218 W HAYES AV,12.0,17.0,2.0,17500.0,245.0,53215.0,0,1,0,0,0,0,0,0,0
9420 W BROWN DEER RD,9.0,18.0,4.0,201.0,1.0,53224.0,0,1,0,0,0,0,0,0,0
3807 N 27TH ST,7.0,4.0,5.0,4700.0,103.0,53216.0,0,0,0,0,0,0,0,1,0
5930 N 78TH ST,2.0,2.0,4.0,1500.0,27.0,53218.0,0,1,0,0,0,0,0,0,0
4295 N TEUTONIA AV,1.0,4.0,5.0,4200.0,58.0,53209.0,0,0,0,0,1,0,0,0,0
7130 W CARMEN AV,2.0,2.0,4.0,1300.0,29.0,53218.0,0,0,0,1,0,0,0,0,0
505 E MENOMONEE ST,4.0,,1.0,187400.0,182.0,53202.0,0,0,1,0,0,0,0,0,0
3732 N 10TH ST,6.0,4.0,5.0,4500.0,111.0,53206.0,0,1,0,0,0,0,0,0,0
10203 W FOND DU LAC AV,5.0,19.0,4.0,302.0,315.0,53224.0,0,1,0,0,0,0,0,0,0
8921 N SWAN RD,9.0,18.0,4.0,201.0,1.0,53224.0,0,0,0,0,0,0,0,1,0
2649 N 16TH ST,15.0,10.0,3.0,8500.0,142.0,53206.0,0,1,0,0,0,0,0,0,0
1858 N COMMERCE ST,6.0,,5.0,11400.0,173.0,53212.0,0,0,0,1,0,0,0,0,0
4547 N 76TH ST,5.0,,7.0,3300.0,73.0,53218.0,0,0,0,0,0,0,0,0,1
605 E LYON ST,4.0,,1.0,11300.0,162.0,53202.0,0,0,0,0,0,0,0,0,0
5626 W WASHINGTON BL,10.0,,3.0,9400.0,164.0,53208.0,0,0,0,1,0,0,0,0,0
3227 W AUER AV,7.0,5.0,7.0,6300.0,102.0,53216.0,0,0,0,0,0,0,0,1,0
3505 N 38TH ST,7.0,5.0,7.0,3900.0,99.0,53216.0,0,1,0,0,0,0,0,0,0
5521 N 26TH ST,1.0,,,2200.0,,53209.0,0,1,0,0,0,0,0,0,0
1221 N 26TH ST,15.0,12.0,3.0,186100.0,189.0,53205.0,0,1,0,0,0,0,0,0,0
3346 N 27TH ST,7.0,4.0,5.0,6300.0,103.0,53216.0,0,1,0,0,0,0,0,0,0
658 S 64TH ST,10.0,,3.0,13000.0,208.0,53214.0,0,1,0,0,0,0,0,0,0
4224 W RUBY AV,7.0,1.0,7.0,2600.0,61.0,53209.0,0,0,0,0,0,0,0,1,0
2845 N PALMER ST,6.0,6.0,5.0,8100.0,136.0,53212.0,0,1,0,0,0,0,0,0,0
6000 W VILLARD AV,2.0,2.0,4.0,1900.0,44.0,53218.0,0,0,0,0,0,1,0,0,0
3821 W WALNUT ST,15.0,11.0,3.0,9600.0,165.0,53208.0,0,1,0,0,0,0,0,0,0
2771 N 47TH ST,7.0,5.0,7.0,6000.0,157.0,53210.0,0,0,0,0,0,0,0,0,1
7616 W GOOD HOPE RD,9.0,,4.0,102.0,9.0,53223.0,0,0,0,0,0,1,0,0,0
2616 S 66TH ST,11.0,,6.0,19300.0,255.0,53219.0,0,0,0,1,0,0,0,0,1
1223 S 23RD ST,8.0,15.0,2.0,16300.0,220.0,53204.0,0,1,0,0,1,0,0,0,0
4335 N 104TH ST,5.0,,7.0,3400.0,77.0,53222.0,0,0,0,1,0,0,0,0,0
1111 N ASTOR ST,4.0,,1.0,14300.0,181.0,53202.0,0,0,0,0,0,0,0,0,1
7820 W TOWNSEND ST,5.0,,7.0,5300.0,86.0,53222.0,0,0,0,0,0,0,0,0,1
2447 N 48TH ST,15.0,5.0,3.0,9200.0,154.0,53210.0,0,0,0,0,1,0,0,0,0
7600 W CAPITOL DR,5.0,,7.0,3400.0,72.0,53222.0,0,0,0,1,0,0,0,0,0
,4.0,,1.0,186300.0,184.0,53203.0,0,0,0,0,0,0,0,0,1
5440 N 83RD ST,2.0,,4.0,1600.0,37.0,53218.0,0,1,0,0,0,0,0,0,0
2504 N 21ST ST,15.0,9.0,3.0,8700.0,144.0,53206.0,0,1,0,0,0,0,0,0,0
503 N PLANKINTON AV,4.0,,1.0,186300.0,183.0,53203.0,0,0,0,0,0,0,0,0,1
8930 N 95TH ST,9.0,18.0,4.0,201.0,1.0,53224.0,0,1,0,1,0,0,0,0,0
3359 N NEWHALL ST,3.0,,1.0,7300.0,123.0,53211.0,0,0,0,1,0,0,0,0,0
2929 N 18TH ST,6.0,4.0,5.0,6600.0,108.0,53206.0,0,0,0,0,0,0,0,1,0
500 W FLORIDA ST,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,0,0,0,0,0,1
5241 N 90TH ST,2.0,19.0,4.0,502.0,37.0,53225.0,0,1,0,0,0,0,0,0,0
2525 N 44TH ST,15.0,5.0,3.0,6100.0,155.0,53210.0,0,1,0,0,0,0,0,0,0
5920 W BENDER CT,9.0,2.0,4.0,1200.0,24.0,53218.0,0,0,1,0,0,0,0,0,0
2414 W MITCHELL ST,8.0,15.0,2.0,17000.0,217.0,53204.0,0,0,0,1,0,0,0,0,0
3221 N 6TH ST,6.0,6.0,5.0,6700.0,117.0,53212.0,0,1,0,0,0,0,0,0,0
151 S 84TH ST,,,,,206.0,53226.0,0,1,0,0,0,0,0,0,0
8301 N 76TH ST,9.0,,4.0,102.0,5.0,53223.0,0,0,0,1,0,0,0,0,1
704 W NATIONAL AV,12.0,16.0,2.0,186500.0,229.0,53204.0,0,1,0,0,0,0,0,0,0
1133 N 18TH ST,,,,,,53235.0,0,0,0,0,1,0,0,0,0
5400 W GREEN TREE RD,9.0,,4.0,800.0,16.0,53223.0,0,1,0,0,0,0,0,0,0
4410 W CENTER ST,7.0,5.0,7.0,6100.0,157.0,53210.0,0,0,1,0,0,0,0,0,0
5626 W VLIET ST,10.0,,3.0,9400.0,164.0,53208.0,0,0,0,0,0,0,0,1,0
5938 S 13TH ST,13.0,,6.0,21700.0,303.0,53221.0,0,0,0,0,0,0,0,0,1
720 N 55TH ST,10.0,,3.0,12500.0,200.0,53208.0,0,1,0,0,0,0,0,0,0
626 S 5TH ST,12.0,16.0,2.0,186500.0,230.0,53204.0,0,0,0,1,0,0,0,0,0
4937 N 39TH ST,1.0,2.0,7.0,2500.0,48.0,53209.0,0,1,0,0,0,0,0,0,0
2812 N 5TH ST,6.0,6.0,5.0,185700.0,117.0,53212.0,0,0,0,1,0,0,0,0,0
500 E CAPITOL DR,6.0,7.0,5.0,4400.0,120.0,53212.0,0,1,0,0,0,0,0,0,0
400 N WATER ST,4.0,,1.0,187400.0,182.0,53202.0,0,0,0,0,0,0,0,0,1
2867 N 49TH ST,7.0,5.0,7.0,4900.0,323.0,53210.0,0,0,0,1,0,0,0,0,0
1963 W MELVINA ST,6.0,4.0,5.0,4600.0,110.0,53206.0,0,0,0,0,0,0,0,0,1
10221 W FOND DU LAC AV,5.0,19.0,4.0,302.0,315.0,53224.0,0,1,0,0,0,0,0,0,0
8856 W FAIRMOUNT AV,5.0,,7.0,1700.0,36.0,53225.0,0,1,0,0,0,0,0,0,0
,1.0,4.0,5.0,4300.0,57.0,53206.0,0,0,0,0,0,0,1,0,0
8120 W GLENBROOK RD,9.0,,4.0,101.0,3.0,53223.0,0,0,0,1,0,0,0,0,0
1046 N 9TH ST,4.0,,1.0,186300.0,184.0,53233.0,0,0,0,0,0,0,0,1,0
10333 W SILVER SPRING DR,2.0,,4.0,501.0,31.0,53225.0,0,1,0,0,0,0,0,0,0
744 N VEL R PHILLIPS AV,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,1,0,0,0,0,0
3169 N 37TH ST,7.0,5.0,7.0,4800.0,101.0,53216.0,0,1,0,0,0,0,0,0,0
3053 S 35TH ST,8.0,,6.0,20000.0,250.0,53215.0,0,1,0,0,0,0,0,0,0
7635 W WABASH CT,9.0,,4.0,102.0,5.0,53223.0,0,1,0,0,0,0,0,0,0
3610 N 14TH ST,6.0,4.0,5.0,4600.0,111.0,53206.0,0,1,0,0,0,0,0,0,0
4759 S 25TH ST,13.0,,6.0,21500.0,296.0,53221.0,0,1,0,0,0,0,0,0,0
3812 W VILLARD AV,1.0,2.0,4.0,2000.0,49.0,53209.0,0,1,0,1,0,0,0,0,0
3400 N 2ND ST,6.0,6.0,5.0,6900.0,116.0,53212.0,0,1,0,0,0,0,0,0,0
205 W OREGON ST,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,0,0,0,0,0,0
8949 N 97TH ST,9.0,18.0,4.0,201.0,1.0,53224.0,0,1,0,0,0,0,0,0,0
9040 W SILVER SPRING DR,2.0,2.0,4.0,1500.0,30.0,53225.0,0,1,0,0,0,0,0,0,0
4270 N 68TH ST,2.0,,7.0,3500.0,67.0,53216.0,0,0,0,0,0,0,0,0,1
222 S 3RD ST,12.0,,1.0,187400.0,230.0,53204.0,0,0,0,0,0,0,0,0,0
3445 N 21ST ST,6.0,4.0,5.0,4700.0,105.0,53206.0,0,0,0,0,0,0,0,0,1
407 E AUER AV,6.0,6.0,5.0,6900.0,119.0,53212.0,0,1,0,0,0,0,0,0,0
150 W HOLT AV,14.0,,6.0,18500.0,283.0,53207.0,0,0,0,0,0,0,0,0,0
1802 W BECHER ST,12.0,15.0,2.0,16900.0,225.0,53215.0,0,0,0,0,0,0,0,1,0
2739 N 33RD ST,15.0,5.0,7.0,8900.0,148.0,53210.0,0,1,0,0,0,0,0,0,0
5713 N 95TH ST,2.0,19.0,4.0,502.0,31.0,53225.0,0,1,0,0,0,0,0,0,0
5713 N 95TH ST,2.0,19.0,4.0,502.0,31.0,53225.0,0,1,0,0,0,0,0,0,0
628 N WATER ST,4.0,,1.0,187400.0,141.0,53202.0,0,1,0,0,0,0,0,0,0
802 W ESSEX LA,6.0,13.0,5.0,14100.0,172.0,53205.0,0,1,0,0,0,0,0,0,0
611 W NATIONAL AV,12.0,16.0,2.0,186500.0,229.0,53204.0,0,0,0,0,0,0,0,0,0
5437 N 91ST ST,2.0,19.0,4.0,502.0,37.0,53225.0,0,0,0,1,0,0,0,0,0
,15.0,9.0,3.0,9900.0,145.0,53206.0,0,0,0,0,0,0,1,0,0
1028 E JUNEAU AV,4.0,,1.0,11000.0,180.0,53202.0,0,0,0,0,0,0,0,0,1
8200 W GRANTOSA DR,2.0,,7.0,1700.0,38.0,53218.0,0,1,0,0,0,0,0,0,0
4502 S AUSTIN ST,13.0,,6.0,21000.0,304.0,53207.0,0,0,0,0,0,0,0,0,0
3725 N SHERMAN BL,7.0,5.0,7.0,3800.0,97.0,53216.0,0,0,0,1,0,0,0,0,0
4300 W CAPITOL DR,7.0,1.0,7.0,4000.0,63.0,53216.0,0,1,0,0,0,0,0,0,0
8500 W FOND DU LAC AV,2.0,2.0,4.0,1500.0,30.0,53225.0,0,1,0,0,0,0,0,0,0
4273 N 25TH ST,1.0,4.0,5.0,4200.0,58.0,53209.0,0,0,0,0,0,0,0,0,0
5037 S HOWELL AV,13.0,,6.0,21600.0,303.0,53207.0,0,0,0,0,0,0,0,1,0
2927 N 58TH ST,7.0,5.0,7.0,5000.0,92.0,53210.0,0,1,0,0,0,0,0,0,0
3906 N 78TH ST,5.0,,7.0,5200.0,87.0,53222.0,0,1,0,0,0,0,0,0,0
3969 N 74TH ST,2.0,,7.0,3500.0,71.0,53216.0,0,0,0,0,0,1,0,0,0
2739 N 33RD ST,15.0,5.0,7.0,8900.0,148.0,53210.0,0,1,0,0,0,0,0,0,0
627 W HISTORIC MITCHELL ST,12.0,16.0,2.0,16700.0,232.0,53204.0,0,0,0,0,0,1,0,0,0
3032 N 47TH ST,7.0,5.0,7.0,4900.0,100.0,53210.0,0,1,0,0,0,0,0,0,0
4150 N 22ND ST,1.0,4.0,5.0,4300.0,58.0,53209.0,0,1,0,0,0,0,0,0,0
433 W ST PAUL AV,4.0,,1.0,186300.0,183.0,53203.0,0,0,0,0,0,0,0,1,0
8726 W SILVER SPRING DR,2.0,2.0,4.0,1500.0,30.0,53225.0,0,0,0,0,1,0,0,0,0
2810 S 13TH ST,14.0,17.0,6.0,18700.0,243.0,53215.0,0,1,0,0,0,0,0,0,0
2532 S DELAWARE AV,14.0,,6.0,18100.0,238.0,53207.0,0,0,1,0,0,0,0,0,0
4656 N 67TH ST,2.0,,7.0,3200.0,69.0,53218.0,0,0,0,0,0,0,0,1,0
4720 W HAMPTON AV,1.0,2.0,7.0,2800.0,48.0,53218.0,0,1,0,0,0,0,0,0,0
9301 W HEATHER AV,9.0,,4.0,202.0,6.0,53224.0,0,0,0,0,0,0,0,0,1
2427 S WILLIAMS ST,14.0,,6.0,18000.0,237.0,53207.0,0,0,0,0,0,0,0,0,1
161 W WISCONSIN AV,4.0,,1.0,186300.0,185.0,53203.0,0,0,0,0,0,0,0,1,0
5321 N SHERMAN BL,1.0,2.0,4.0,2000.0,47.0,53218.0,0,1,0,0,0,0,0,0,0
6929 W SILVER SPRING DR,2.0,2.0,4.0,1800.0,42.0,53218.0,0,1,0,0,0,0,0,0,0
6108 S 18TH ST,13.0,,6.0,21700.0,302.0,53221.0,0,0,0,0,0,0,0,0,0
6005 W APPLETON AV,10.0,5.0,7.0,5900.0,160.0,53210.0,0,1,0,0,0,0,0,0,0
6131 N 36TH ST,1.0,2.0,4.0,1100.0,21.0,53209.0,0,0,0,0,0,0,0,0,1
4432 N 46TH ST,7.0,1.0,7.0,2700.0,64.0,53218.0,0,1,0,0,0,0,0,0,0
111 E SEEBOTH ST,12.0,,1.0,187400.0,230.0,53204.0,0,1,0,0,0,0,0,0,0
2999 N HUMBOLDT BL,3.0,,5.0,7100.0,121.0,53212.0,0,0,0,0,0,0,0,1,0
5303 W CENTER ST,10.0,5.0,7.0,5900.0,159.0,53210.0,0,0,0,0,1,0,0,0,0
3815 W VLIET ST,15.0,11.0,3.0,9600.0,165.0,53208.0,0,1,0,0,0,0,0,0,0
9239 N 75TH ST,9.0,,4.0,101.0,3.0,53223.0,0,0,0,1,0,0,0,0,0
2605 W CAPITOL DR,1.0,4.0,5.0,4200.0,57.0,53206.0,0,0,0,0,0,0,0,0,1
,6.0,4.0,5.0,6600.0,108.0,53206.0,0,0,0,0,0,0,1,0,0
5230 W LISBON AV,15.0,5.0,3.0,9300.0,326.0,53210.0,0,0,0,0,0,0,0,1,0
4172 N 19TH PL,1.0,4.0,5.0,4300.0,57.0,53209.0,0,0,0,1,0,0,0,0,0
1901 N 6TH ST,6.0,13.0,5.0,186000.0,171.0,53212.0,0,1,0,0,0,0,0,0,0
7723 W FLORIST AV,2.0,2.0,4.0,1500.0,27.0,53218.0,0,1,0,0,0,0,0,0,0
2008 E EUCLID AV,14.0,,6.0,20800.0,287.0,53207.0,0,0,0,0,0,0,0,1,0
1737 N WATER ST,3.0,,1.0,11200.0,174.0,53202.0,0,1,0,0,0,0,0,0,0
7677 N 78TH ST,9.0,,4.0,102.0,5.0,53223.0,0,1,0,0,0,0,0,0,0
5914 N 37TH ST,1.0,,4.0,1000.0,22.0,53209.0,0,0,0,0,0,0,0,0,1
185 N JEFFERSON ST,4.0,,1.0,187400.0,182.0,53202.0,0,0,0,0,0,0,0,0,1
821 W SOMERS ST,6.0,13.0,5.0,14100.0,172.0,53205.0,0,1,0,0,0,0,0,0,0
9430 W FOND DU LAC AV,2.0,19.0,4.0,502.0,32.0,53225.0,0,1,0,0,0,0,0,0,0
